#Timestamp Index Source_Key Target_Key Source_Xmin Source_Xmax Source_Ymin Source_Ymax Target_Xmin Target_Xmax Target_Ymin Target_Ymax IoU totalscore matchlabel isWithinImage isInFront
0.150000000 4 8286623314361712644 8142508126285856780 278.710479736 292.588592529 250.551513672 286.640747070 274.557883003 290.434475090 251.428558003 285.446742561 0.621118493 0.572763639 5 1 1
0.150000000 4 8286623314361712645 8142508126285856772 151.302360535 346.088569641 277.934875488 368.223632812 154.243552670 350.628058833 290.168502548 368.849651154 0.828955903 0.994215485 5 1 1
0.150000000 4 8286623314361712646 8142508126285856768 308.806518555 348.441162109 213.611259460 297.811653137 310.914300181 352.479834330 215.622344174 314.822309330 0.704783816 0.565816605 5 1 1
0.200000000 5 8286623314361712640 8142508126285856901 287.901275635 304.745941162 303.731109619 323.992218018 271.066144968 291.454828474 252.259494464 294.969642350 0.000000000 0.060886774 4 1 1
0.200000000 5 8286623314361712641 8142508126285856774 258.309783936 287.175445557 241.162071228 288.414649963 255.812749866 283.958351379 237.007406116 279.493863772 0.623581077 0.722157001 5 1 1
0.200000000 5 8286623314361712642 8142508126285856775 385.582000732 404.321563721 231.788475037 262.581947327 383.151913417 402.631900424 229.349177331 258.326139430 0.656637805 0.689859981 5 1 1
0.200000000 5 8286623314361712643 8142508126285856773 237.996246338 264.517639160 285.268829346 305.583343506 233.835411195 259.813500761 288.538418208 303.140851946 0.531393466 0.671424397 4 1 1
0.200000000 5 8286623314361712644 8142508126285856780 279.461425781 293.117980957 254.456916809 291.276908875 275.009685187 290.741324705 255.394710057 289.705074325 0.590347992 0.473170048 4 1 1
0.200000000 5 8286623314361712645 8142508126285856768 309.070495605 349.266296387 216.951789856 301.852714539 311.322407354 353.638247619 218.802552572 318.186577743 0.705460791 0.344594180 4 1 1
0.200000000 5 8286623314361712646 8142508126285856772 151.475128174 347.776855469 281.519165039 372.981750488 153.847436604 352.211580980 295.690920947 373.822995583 0.811798465 0.992398811 5 1 1
0.200000000 5 8286623314361712647 8142508126285856777 451.125244141 466.707336426 241.511009216 278.651649475 443.643657692 461.814584232 239.699659914 274.422390510 0.410085534 0.476916430 4 1 1
0.200000000 5 8286623314361712648 8142508126285856782 441.021392822 455.062225342 250.531127930 279.262268066 434.043363334 457.521464034 248.707579291 279.084507842 0.560178390 0.442175971 5 1 1
0.250000000 6 8286623314361712640 8142508126285856768 315.104492188 361.170471191 213.866508484 319.555000305 317.234795567 359.946282040 215.999461844 315.604475517 0.873811749 0.462881096 5 1 1
0.250000000 6 8286623314361712641 8142508126285856787 293.383178711 309.713195801 301.939361572 322.210418701 293.318216406 309.550465116 300.990006324 320.248056138 0.851494686 0.782608707 4 1 1
0.250000000 6 8286623314361712643 8142508126285856775 391.625732422 410.956604004 228.545127869 259.710426331 389.386782800 408.997168622 226.198867704 255.302528560 0.656172930 0.614298502 5 1 1
0.250000000 6 8286623314361712644 8142508126285856774 263.681671143 292.716094971 238.862327576 285.967445374 261.577305162 289.726279368 234.659060443 277.298170224 0.638882627 0.664336594 5 1 1
0.250000000 6 8286623314361712645 8142508126285856777 458.153076172 473.571716309 238.543266296 275.109870911 450.365571857 468.666405311 236.489728552 271.472326906 0.403572369 0.748905485 5 1 1
0.250000000 6 8286623314361712646 8142508126285856780 295.914916992 310.197692871 280.202056885 302.332794189 280.859209312 296.538893645 253.098394249 287.561947246 0.005390940 0.088504475 4 1 1
